,ID,TimeStamp,Tweets,Likes,Retweet_count
48,1390929901713121280,2022-07-28 05:48:49+00:00,"RT @DDNewslive: BJP demands apology from Congress MP Adhir Chowdhury for his remark against President #DroupadiMurmu 

#LokSabha adjourned…",0,21
49,979273137136300032,2022-07-28 05:48:48+00:00,"BJP MPs in Parliament protest against Congress MP Adhir Ranjan Chowdhury, demand apology for his 'Rashtrapatni' against President  
 Droupadi Murmu

@AVepachedu @adhirrcinc @BJP4India @INCIndia #DroupadiMurmu https://t.co/wmd1T6szmr",2,0
50,520446669,2022-07-28 05:48:42+00:00,"#Congress leader #AdhirRanjanChowdhary insulted #PresidentofIndia #DroupadiMurmu ji by calling her ""RASHTRAPATNI"".
SHAMEFUL",0,0
51,2737132072,2022-07-28 05:48:31+00:00,"RT @DDNewslive: BJP demands apology from Congress MP Adhir Chowdhury for his remark against President #DroupadiMurmu 

#LokSabha adjourned…",0,21
52,1432277222392352781,2022-07-28 05:48:19+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
53,2556546702,2022-07-28 05:48:14+00:00,"RT @PIB_India: Students of Eklavya Model Residential School, Nuapada #Odisha, convey their heartiest #Congratulations to the 15th President…",0,13
54,1179336322193838080,2022-07-28 05:47:56+00:00,"RT @NewIndianXpress: BJP MPs, including Finance Minister #NirmalaSitharaman, protest against Congress MP #AdhirRanjanChowdhury's 'rashtrapa…",0,3
55,377549304,2022-07-28 05:47:53+00:00,"RT @DDNewslive: BJP demands apology from Congress MP Adhir Chowdhury for his remark against President #DroupadiMurmu 

#LokSabha adjourned…",0,21
56,3255656714,2022-07-28 05:47:49+00:00,"@ANI Congress is so shameful that despite disrespecting President of India, Shri #DroupadiMurmu Ji, they are not ready to apologise.

Congress can't digest the fact that current President of India comes from the roots of Bharat.

#Congress #SoniaGandhi",2,0
57,1080728572879429633,2022-07-28 05:47:48+00:00,"RT @kissfoundation: The atmosphere was electric to say the least as we celebrated the victory of Smt #DroupadiMurmu, India's first tribal P…",0,314
58,1080728572879429633,2022-07-28 05:47:45+00:00,"RT @kissfoundation: “My nomination is proof that the poor in India can not only dream but also fulfil those dreams.” 

A powerful message b…",0,298
59,470812688,2022-07-28 05:47:24+00:00,"RT @the_hindu: #DroupadiMurmu has approved her first judicial appointment as President, signing the warrant of appointment of Rajesh Sekhri…",0,6
60,1100927498,2022-07-28 05:47:22+00:00,"BJP demands apology from Congress MP Adhir Chowdhury for his remark against President #DroupadiMurmu 

#LokSabha adjourned till noon https://t.co/jEXw36LMgc",69,21
61,134758540,2022-07-28 05:47:01+00:00,"Sonia Gandhi, you sanctioned the humiliation of #DroupadiMurmu. Sonia ji sanctioned humiliation of a woman in the highest constitutional post: Union minister Smriti Irani in Lok Sabha

Congress interim pres Sonia Gandhi was present in the House before it adjourned till 12 noon https://t.co/2yCeTJBsbc",16,2
62,225912916,2022-07-28 05:46:46+00:00,RT @Utkalamrita: Proud of #DroupadiMurmu -our 15th #President who hails from #Rairangpur #Mayurbhanj #Odisha!So what is her style statement…,0,6
63,1269856210641092610,2022-07-28 05:46:16+00:00,"@timesofindia #MonsoonSession | BJP demands apology from Congress on Congress MP #AdhirChowdhury's 'Rashtrapatni' remark against President #DroupadiMurmu

Lok Sabha adjourned till 12 noon https://t.co/6tLDfLsLh6",1,0
64,76322310,2022-07-28 05:46:12+00:00,RT @airnewsalerts: BJP MPs protested in the Parliament House complex over Congress leader Adhir Ranjan Chowdhury' s objectionable remarks a…,0,11
65,3303023034,2022-07-28 05:45:31+00:00,"Sonia Gandhi, you sanctioned the humiliation of #DroupadiMurmu. Sonia ji sanctioned humiliation of a woman in the highest constitutional post: Union minister Smriti Irani in Lok Sabha

Congress interim pres Sonia Gandhi was present in the House before it adjourned till 12 noon https://t.co/dgdGsvyEPN",0,0
66,861560902260281344,2022-07-28 05:45:00+00:00,"#MonsoonSession | #BJP demands apology from Congress on #Congress MP Adhir Chowdhury's 'Rashtrapatni' remark against President #DroupadiMurmu

#LokSabha adjourned till 12 noon

#ZEE24Kalak https://t.co/1PId6JZNLk",4,0
67,3241274082,2022-07-28 05:44:44+00:00,RT @Utkalamrita: Proud of #DroupadiMurmu -our 15th #President who hails from #Rairangpur #Mayurbhanj #Odisha!So what is her style statement…,0,6
68,299259954,2022-07-28 05:44:40+00:00,RT @timesofindia: #MonsoonSession | BJP demands apology from Congress on Congress MP #AdhirChowdhury's 'Rashtrapatni' remark against Presid…,0,2
69,192842796,2022-07-28 05:44:31+00:00,RT @Utkalamrita: Proud of #DroupadiMurmu -our 15th #President who hails from #Rairangpur #Mayurbhanj #Odisha!So what is her style statement…,0,6
